time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,gyro_p,gyro_q,gyro_r,roll_rate_rps,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
36.50,1450003.681000,6141022.176000,937792.414900,196.387574,-117.897434,-35.759165,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006214,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3651,747,1604,0
36.51,1450005.642000,6141020.996000,937792.057300,196.061099,-118.003757,-35.751811,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006214,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3652,747,1604,0
36.52,1450007.599000,6141019.815000,937791.699900,195.733992,-118.110420,-35.744466,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006214,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3653,747,1604,0
36.53,1450009.553000,6141018.633000,937791.342500,195.406257,-118.217424,-35.737130,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006214,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3654,747,1604,0
36.54,1450011.504000,6141017.450000,937790.985200,195.077898,-118.324772,-35.729804,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006214,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3655,747,1604,0
36.55,1450013.452000,6141016.265000,937790.628000,194.748921,-118.432466,-35.722489,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006214,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3656,747,1604,0
36.56,1450015.396000,6141015.080000,937790.270900,194.419329,-118.540509,-35.715187,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3657,747,1604,0
36.57,1450017.337000,6141013.894000,937789.913800,194.089129,-118.648903,-35.707896,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3658,747,1604,0
36.58,1450019.274000,6141012.706000,937789.556800,193.758324,-118.757651,-35.700619,-8.892440,-1.469425,51.668894,9.328,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3659,747,1604,0
36.59,1450021.209000,6141011.517000,937789.199800,193.426920,-118.866755,-35.693357,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3660,747,1604,0
36.60,1450023.139000,6141010.328000,937788.843000,193.094921,-118.976218,-35.686109,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3661,747,1604,0
36.61,1450025.067000,6141009.137000,937788.486200,192.762333,-119.086041,-35.678877,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3662,747,1604,0
36.62,1450026.991000,6141007.945000,937788.129500,192.429161,-119.196228,-35.671662,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3663,747,1604,0
36.63,1450028.912000,6141006.752000,937787.772800,192.095409,-119.306781,-35.664465,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3664,747,1604,0
36.64,1450030.830000,6141005.557000,937787.416300,191.761084,-119.417702,-35.657285,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3665,747,1604,0
36.65,1450032.744000,6141004.362000,937787.059800,191.426189,-119.528993,-35.650125,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3666,747,1604,0
36.66,1450034.655000,6141003.166000,937786.703300,191.090732,-119.640658,-35.642985,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3667,747,1604,0
36.67,1450036.563000,6141001.968000,937786.347000,190.754716,-119.752697,-35.635866,-9.749245,-1.435739,50.852993,9.291,-0.278077,0.177621,-0.278077,0.177621,0.336050,0.436489,6.283100,0.000753,-0.006215,0.016310,0.000120,1,1,1,0,1,1,1,1,0,3668,747,1604,0
36.68,1450038.467000,6141000.770000,937785.990700,190.418148,-119.865115,-35.628768,-9.749245,-1.435739,50.852993,9.291,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3669,747,1604,0
36.69,1450040.368000,6140999.570000,937785.634500,190.081032,-119.977912,-35.621692,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3670,747,1604,0
36.70,1450042.265000,6140998.369000,937785.278300,189.743375,-120.091092,-35.614640,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3671,747,1604,0
36.71,1450044.159000,6140997.167000,937784.922200,189.405182,-120.204656,-35.607612,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3672,747,1604,0
36.72,1450046.050000,6140995.964000,937784.566200,189.066458,-120.318607,-35.600609,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3673,747,1604,0
36.73,1450047.937000,6140994.759000,937784.210300,188.727210,-120.432947,-35.593632,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3674,747,1604,0
36.74,1450049.821000,6140993.554000,937783.854400,188.387443,-120.547679,-35.586681,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3675,747,1604,0
36.75,1450051.701000,6140992.347000,937783.498600,188.047163,-120.662804,-35.579758,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3676,747,1604,0
36.76,1450053.579000,6140991.139000,937783.142900,187.706376,-120.778325,-35.572864,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3677,747,1604,0
36.77,1450055.452000,6140989.931000,937782.787200,187.365088,-120.894245,-35.565998,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3678,747,1604,0
36.78,1450057.322000,6140988.720000,937782.431600,187.023305,-121.010565,-35.559163,-10.661707,-1.402054,50.011907,9.252,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3679,747,1604,0
36.79,1450059.189000,6140987.509000,937782.076100,186.681033,-121.127287,-35.552358,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3680,747,1604,0
36.80,1450061.053000,6140986.297000,937781.720700,186.338278,-121.244415,-35.545585,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006216,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3681,747,1604,0
36.81,1450062.913000,6140985.083000,937781.365300,185.995046,-121.361949,-35.538845,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3682,747,1604,0
36.82,1450064.769000,6140983.868000,937781.010000,185.651343,-121.479892,-35.532138,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3683,747,1604,0
36.83,1450066.622000,6140982.652000,937780.654700,185.307176,-121.598246,-35.525466,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3684,747,1604,0
36.84,1450068.472000,6140981.435000,937780.299500,184.962552,-121.717014,-35.518829,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3685,747,1604,0
36.85,1450070.318000,6140980.217000,937779.944400,184.617476,-121.836197,-35.512228,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000753,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3686,747,1604,0
36.86,1450072.161000,6140978.997000,937779.589300,184.271954,-121.955797,-35.505663,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3687,747,1604,0
36.87,1450074.000000,6140977.776000,937779.234300,183.925995,-122.075817,-35.499137,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3688,747,1604,0
36.88,1450075.836000,6140976.554000,937778.879400,183.579603,-122.196258,-35.492649,-11.626570,-1.368503,49.151523,9.210,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3689,747,1604,0
36.89,1450077.668000,6140975.331000,937778.524600,183.232787,-122.317123,-35.486201,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3690,747,1604,0
36.90,1450079.497000,6140974.107000,937778.169800,182.885551,-122.438413,-35.479793,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3691,747,1604,0
36.91,1450081.322000,6140972.881000,937777.815000,182.537904,-122.560131,-35.473427,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3692,747,1604,0
36.92,1450083.144000,6140971.654000,937777.460400,182.189852,-122.682278,-35.467102,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177622,-0.278076,0.177622,0.336050,0.436489,6.283100,0.000754,-0.006217,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3693,747,1604,0
36.93,1450084.963000,6140970.426000,937777.105700,181.841402,-122.804856,-35.460821,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3694,747,1604,0
36.94,1450086.777000,6140969.197000,937776.751200,181.492560,-122.927867,-35.454583,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3695,747,1604,0
36.95,1450088.589000,6140967.967000,937776.396700,181.143334,-123.051313,-35.448390,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3696,747,1604,0
36.96,1450090.397000,6140966.735000,937776.042300,180.793731,-123.175196,-35.442243,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3697,747,1604,0
36.97,1450092.201000,6140965.502000,937775.687900,180.443757,-123.299518,-35.436142,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3698,747,1604,0
36.98,1450094.002000,6140964.268000,937775.333600,180.093421,-123.424280,-35.430089,-12.626570,-1.335228,48.278155,9.165,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3699,747,1604,0
36.99,1450095.800000,6140963.032000,937774.979400,179.742728,-123.549483,-35.424083,-13.626570,-1.302379,47.398708,9.117,-0.278076,0.177623,-0.278076,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016309,0.000120,1,1,1,0,1,1,1,1,0,3700,747,1604,0
37.00,1450097.594000,6140961.795000,937774.625200,179.391687,-123.675131,-35.418127,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3701,747,1604,0
37.01,1450099.384000,6140960.557000,937774.271100,179.040304,-123.801224,-35.412221,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3702,747,1604,0
37.02,1450101.171000,6140959.318000,937773.917000,178.688588,-123.927764,-35.406365,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3703,747,1604,0
37.03,1450102.954000,6140958.078000,937773.563000,178.336544,-124.054754,-35.400561,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3704,747,1604,0
37.04,1450104.734000,6140956.836000,937773.209100,177.984181,-124.182193,-35.394809,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006218,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3705,747,1604,0
37.05,1450106.510000,6140955.593000,937772.855200,177.631507,-124.310084,-35.389111,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3706,747,1604,0
37.06,1450108.283000,6140954.348000,937772.501300,177.278528,-124.438429,-35.383467,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3707,747,1604,0
37.07,1450110.052000,6140953.103000,937772.147600,176.925253,-124.567229,-35.377879,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3708,747,1604,0
37.08,1450111.818000,6140951.856000,937771.793800,176.571688,-124.696485,-35.372346,-13.626570,-1.302379,47.398708,9.117,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3709,747,1604,0
37.09,1450113.580000,6140950.607000,937771.440200,176.217843,-124.826199,-35.366869,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3710,747,1604,0
37.10,1450115.339000,6140949.358000,937771.086600,175.863723,-124.956372,-35.361451,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3711,747,1604,0
37.11,1450117.094000,6140948.107000,937770.733000,175.509338,-125.087006,-35.356091,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3712,747,1604,0
37.12,1450118.846000,6140946.855000,937770.379500,175.154695,-125.218102,-35.350790,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3713,747,1604,0
37.13,1450120.594000,6140945.601000,937770.026000,174.799802,-125.349661,-35.345549,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3714,747,1604,0
37.14,1450122.338000,6140944.346000,937769.672600,174.444667,-125.481684,-35.340370,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3715,747,1604,0
37.15,1450124.079000,6140943.090000,937769.319300,174.089297,-125.614174,-35.335252,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3716,747,1604,0
37.16,1450125.816000,6140941.833000,937768.966000,173.733701,-125.747130,-35.330197,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177623,-0.278075,0.177623,0.336050,0.436489,6.283100,0.000754,-0.006219,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3717,747,1604,0
37.17,1450127.550000,6140940.574000,937768.612700,173.377888,-125.880554,-35.325205,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3718,747,1604,0
37.18,1450129.280000,6140939.314000,937768.259500,173.021864,-126.014447,-35.320278,-14.626570,-1.270110,46.520439,9.065,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3719,747,1604,0
37.19,1450131.007000,6140938.052000,937767.906400,172.665638,-126.148810,-35.315415,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3720,747,1604,0
37.20,1450132.730000,6140936.790000,937767.553300,172.309218,-126.283645,-35.310619,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3721,747,1604,0
37.21,1450134.450000,6140935.525000,937767.200200,171.952613,-126.418952,-35.305890,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3722,747,1604,0
37.22,1450136.166000,6140934.260000,937766.847200,171.595831,-126.554732,-35.301228,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3723,747,1604,0
37.23,1450137.878000,6140932.993000,937766.494200,171.238880,-126.690985,-35.296634,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3724,747,1604,0
37.24,1450139.587000,6140931.725000,937766.141300,170.881769,-126.827714,-35.292110,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3725,747,1604,0
37.25,1450141.292000,6140930.455000,937765.788400,170.524505,-126.964919,-35.287656,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3726,747,1604,0
37.26,1450142.994000,6140929.184000,937765.435600,170.167098,-127.102600,-35.283272,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3727,747,1604,0
37.27,1450144.692000,6140927.912000,937765.082800,169.809555,-127.240758,-35.278960,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3728,747,1604,0
37.28,1450146.386000,6140926.638000,937764.730100,169.451886,-127.379394,-35.274721,-15.626570,-1.238580,45.651069,9.009,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006220,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3729,747,1604,0
37.29,1450148.077000,6140925.363000,937764.377400,169.094099,-127.518508,-35.270555,-16.626570,-1.207951,44.798575,8.949,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006221,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3730,747,1604,0
37.30,1450149.765000,6140924.086000,937764.024700,168.736202,-127.658102,-35.266462,-16.626570,-1.207951,44.798575,8.949,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006221,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3731,747,1604,0
37.31,1450151.448000,6140922.808000,937763.672100,168.378204,-127.798175,-35.262444,-16.626570,-1.207951,44.798575,8.949,-0.278075,0.177624,-0.278075,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006221,0.016308,0.000120,1,1,1,0,1,1,1,1,0,3732,747,1604,0
37.32,1450153.129000,6140921.529000,937763.319500,168.020114,-127.938728,-35.258502,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000754,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3733,747,1604,0
37.33,1450154.805000,6140920.248000,937762.966900,167.661941,-128.079762,-35.254636,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3734,747,1604,0
37.34,1450156.478000,6140918.966000,937762.614400,167.303692,-128.221276,-35.250847,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3735,747,1604,0
37.35,1450158.148000,6140917.682000,937762.262000,166.945378,-128.363272,-35.247136,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3736,747,1604,0
37.36,1450159.814000,6140916.397000,937761.909500,166.587006,-128.505750,-35.243503,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3737,747,1604,0
37.37,1450161.476000,6140915.110000,937761.557100,166.228585,-128.648709,-35.239949,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3738,747,1604,0
37.38,1450163.135000,6140913.823000,937761.204800,165.870125,-128.792151,-35.236476,-16.626570,-1.207951,44.798575,8.949,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3739,747,1604,0
37.39,1450164.790000,6140912.533000,937760.852400,165.511635,-128.936074,-35.233082,-17.626570,-1.178381,43.971129,8.884,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3740,747,1604,0
37.40,1450166.441000,6140911.242000,937760.500100,165.153122,-129.080480,-35.229771,-17.626570,-1.178381,43.971129,8.884,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3741,747,1604,0
37.41,1450168.089000,6140909.950000,937760.147900,164.794596,-129.225368,-35.226541,-17.626570,-1.178381,43.971129,8.884,-0.278074,0.177624,-0.278074,0.177624,0.336050,0.436489,6.283100,0.000755,-0.006221,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3742,747,1604,0
37.42,1450169.733000,6140908.656000,937759.795600,164.436067,-129.370738,-35.223394,-17.626570,-1.178381,43.971129,8.884,-0.278074,0.177625,-0.278074,0.177625,0.336050,0.436489,6.283100,0.000755,-0.006222,0.016307,0.000120,1,1,1,0,1,1,1,1,0,3743,747,1604,0
