time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,gyro_p,gyro_q,gyro_r,roll_rate_rps,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
2.41,1440351.765000,6143870.033000,939042.173900,279.740494,-67.858357,-33.691996,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,66.008068,0.000000,0.000000,10.505510,1,0,0,0,0,0,0,0,0,242,0,0,0
2.42,1440354.562000,6143869.355000,939041.836900,279.705543,-67.882284,-33.693370,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.982718,0.000000,0.000000,10.501476,1,0,0,0,0,0,0,0,0,243,0,0,0
2.43,1440357.358000,6143868.676000,939041.500000,279.670705,-67.906262,-33.694762,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.957272,0.000000,0.000000,10.497426,1,0,0,0,0,0,0,0,0,244,0,0,0
2.44,1440360.155000,6143867.996000,939041.163000,279.635978,-67.930292,-33.696172,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.931729,0.000000,0.000000,10.493361,1,0,0,0,0,0,0,0,0,245,0,0,0
2.45,1440362.951000,6143867.317000,939040.826100,279.601364,-67.954374,-33.697599,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.906089,0.000000,0.000000,10.489280,1,0,0,0,0,0,0,0,0,246,0,0,0
2.46,1440365.746000,6143866.637000,939040.489100,279.566863,-67.978507,-33.699044,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.880352,0.000000,0.000000,10.485184,1,0,0,0,0,0,0,0,0,247,0,0,0
2.47,1440368.542000,6143865.957000,939040.152100,279.532474,-68.002691,-33.700507,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.854519,0.000000,0.000000,10.481072,1,0,0,0,0,0,0,0,0,248,0,0,0
2.48,1440371.337000,6143865.277000,939039.815000,279.498199,-68.026927,-33.701988,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.828589,0.000000,0.000000,10.476945,1,0,0,0,0,0,0,0,0,249,0,0,0
2.49,1440374.131000,6143864.596000,939039.478000,279.464036,-68.051213,-33.703486,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.802563,0.000000,0.000000,10.472803,1,0,0,0,0,0,0,0,0,250,0,0,0
2.50,1440376.926000,6143863.915000,939039.141000,279.429986,-68.075549,-33.705001,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.776441,0.000000,0.000000,10.468646,1,0,0,0,0,0,0,0,0,251,0,0,0
2.51,1440379.720000,6143863.234000,939038.803900,279.396050,-68.099936,-33.706535,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.750222,0.000000,0.000000,10.464473,1,0,0,0,0,0,0,0,0,252,0,0,0
2.52,1440382.513000,6143862.553000,939038.466800,279.362227,-68.124373,-33.708085,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.723908,0.000000,0.000000,10.460285,1,0,0,0,0,0,0,0,0,253,0,0,0
2.53,1440385.307000,6143861.872000,939038.129700,279.328518,-68.148860,-33.709654,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.697498,0.000000,0.000000,10.456082,1,0,0,0,0,0,0,0,0,254,0,0,0
2.54,1440388.100000,6143861.190000,939037.792600,279.294923,-68.173397,-33.711240,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.670992,0.000000,0.000000,10.451863,1,0,0,0,0,0,0,0,0,255,0,0,0
2.55,1440390.892000,6143860.508000,939037.455500,279.261442,-68.197983,-33.712843,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.644390,0.000000,0.000000,10.447629,1,0,0,0,0,0,0,0,0,256,0,0,0
2.56,1440393.684000,6143859.826000,939037.118300,279.228075,-68.222619,-33.714464,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.617692,0.000000,0.000000,10.443380,1,0,0,0,0,0,0,0,0,257,0,0,0
2.57,1440396.476000,6143859.143000,939036.781200,279.194822,-68.247305,-33.716103,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.590899,0.000000,0.000000,10.439116,1,0,0,0,0,0,0,0,0,258,0,0,0
2.58,1440399.268000,6143858.460000,939036.444000,279.161684,-68.272039,-33.717759,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.564011,0.000000,0.000000,10.434836,1,0,0,0,0,0,0,0,0,259,0,0,0
2.59,1440402.059000,6143857.777000,939036.106800,279.128660,-68.296822,-33.719432,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.537027,0.000000,0.000000,10.430542,1,0,0,0,0,0,0,0,0,260,0,0,0
2.60,1440404.850000,6143857.094000,939035.769600,279.095751,-68.321654,-33.721123,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.509948,0.000000,0.000000,10.426232,1,0,0,0,0,0,0,0,0,261,0,0,0
2.61,1440407.641000,6143856.411000,939035.432400,279.062957,-68.346535,-33.722831,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.482774,0.000000,0.000000,10.421907,1,0,0,0,0,0,0,0,0,262,0,0,0
2.62,1440410.431000,6143855.727000,939035.095100,279.030279,-68.371464,-33.724556,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.455505,0.000000,0.000000,10.417567,1,0,0,0,0,0,0,0,0,263,0,0,0
2.63,1440413.221000,6143855.043000,939034.757800,278.997715,-68.396441,-33.726299,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.428141,0.000000,0.000000,10.413212,1,0,0,0,0,0,0,0,0,264,0,0,0
2.64,1440416.011000,6143854.359000,939034.420600,278.965267,-68.421466,-33.728060,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.400682,0.000000,0.000000,10.408842,1,0,0,0,0,0,0,0,0,265,0,0,0
2.65,1440418.800000,6143853.674000,939034.083300,278.932935,-68.446539,-33.729837,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.373128,0.000000,0.000000,10.404456,1,0,0,0,0,0,0,0,0,266,0,0,0
2.66,1440421.589000,6143852.990000,939033.746000,278.900718,-68.471659,-33.731632,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.345480,0.000000,0.000000,10.400056,1,0,0,0,0,0,0,0,0,267,0,0,0
2.67,1440424.378000,6143852.305000,939033.408600,278.868617,-68.496827,-33.733444,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.317738,0.000000,0.000000,10.395641,1,0,0,0,0,0,0,0,0,268,0,0,0
2.68,1440427.166000,6143851.620000,939033.071300,278.836633,-68.522042,-33.735274,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.289901,0.000000,0.000000,10.391210,1,0,0,0,0,0,0,0,0,269,0,0,0
2.69,1440429.954000,6143850.934000,939032.733900,278.804764,-68.547304,-33.737120,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.261970,0.000000,0.000000,10.386765,1,0,0,0,0,0,0,0,0,270,0,0,0
2.70,1440432.742000,6143850.248000,939032.396500,278.773012,-68.572612,-33.738984,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.233945,0.000000,0.000000,10.382305,1,0,0,0,0,0,0,0,0,271,0,0,0
2.71,1440435.529000,6143849.562000,939032.059100,278.741376,-68.597968,-33.740865,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.205825,0.000000,0.000000,10.377829,1,0,0,0,0,0,0,0,0,272,0,0,0
2.72,1440438.316000,6143848.876000,939031.721700,278.709857,-68.623370,-33.742764,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.177612,0.000000,0.000000,10.373339,1,0,0,0,0,0,0,0,0,273,0,0,0
2.73,1440441.103000,6143848.190000,939031.384200,278.678455,-68.648818,-33.744679,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.149305,0.000000,0.000000,10.368834,1,0,0,0,0,0,0,0,0,274,0,0,0
2.74,1440443.890000,6143847.503000,939031.046800,278.647170,-68.674312,-33.746612,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.120904,0.000000,0.000000,10.364314,1,0,0,0,0,0,0,0,0,275,0,0,0
2.75,1440446.676000,6143846.816000,939030.709300,278.616001,-68.699852,-33.748561,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.092410,0.000000,0.000000,10.359779,1,0,0,0,0,0,0,0,0,276,0,0,0
2.76,1440449.462000,6143846.129000,939030.371800,278.584950,-68.725438,-33.750528,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.063822,0.000000,0.000000,10.355229,1,0,0,0,0,0,0,0,0,277,0,0,0
2.77,1440452.247000,6143845.441000,939030.034200,278.554017,-68.751069,-33.752512,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.035140,0.000000,0.000000,10.350664,1,0,0,0,0,0,0,0,0,278,0,0,0
2.78,1440455.033000,6143844.753000,939029.696700,278.523201,-68.776745,-33.754513,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,65.006366,0.000000,0.000000,10.346084,1,0,0,0,0,0,0,0,0,279,0,0,0
2.79,1440457.817000,6143844.065000,939029.359100,278.492503,-68.802467,-33.756531,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.977498,0.000000,0.000000,10.341490,1,0,0,0,0,0,0,0,0,280,0,0,0
2.80,1440460.602000,6143843.377000,939029.021500,278.461922,-68.828233,-33.758565,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.948537,0.000000,0.000000,10.336881,1,0,0,0,0,0,0,0,0,281,0,0,0
2.81,1440463.386000,6143842.689000,939028.683900,278.431460,-68.854045,-33.760617,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.919483,0.000000,0.000000,10.332257,1,0,0,0,0,0,0,0,0,282,0,0,0
2.82,1440466.170000,6143842.000000,939028.346300,278.401115,-68.879900,-33.762686,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.890337,0.000000,0.000000,10.327618,1,0,0,0,0,0,0,0,0,283,0,0,0
2.83,1440468.954000,6143841.311000,939028.008700,278.370889,-68.905800,-33.764772,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.861098,0.000000,0.000000,10.322964,1,0,0,0,0,0,0,0,0,284,0,0,0
2.84,1440471.737000,6143840.621000,939027.671000,278.340781,-68.931745,-33.766875,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.831766,0.000000,0.000000,10.318296,1,0,0,0,0,0,0,0,0,285,0,0,0
2.85,1440474.521000,6143839.932000,939027.333300,278.310792,-68.957733,-33.768994,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.802341,0.000000,0.000000,10.313613,1,0,0,0,0,0,0,0,0,286,0,0,0
2.86,1440477.303000,6143839.242000,939026.995600,278.280922,-68.983765,-33.771131,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.772824,0.000000,0.000000,10.308915,1,0,0,0,0,0,0,0,0,287,0,0,0
2.87,1440480.086000,6143838.552000,939026.657900,278.251171,-69.009840,-33.773284,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.743215,0.000000,0.000000,10.304203,1,0,0,0,0,0,0,0,0,288,0,0,0
2.88,1440482.868000,6143837.861000,939026.320100,278.221538,-69.035959,-33.775454,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.713514,0.000000,0.000000,10.299476,1,0,0,0,0,0,0,0,0,289,0,0,0
2.89,1440485.650000,6143837.171000,939025.982300,278.192025,-69.062121,-33.777641,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.683721,0.000000,0.000000,10.294734,1,0,0,0,0,0,0,0,0,290,0,0,0
2.90,1440488.432000,6143836.480000,939025.644500,278.162631,-69.088326,-33.779845,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.653836,0.000000,0.000000,10.289978,1,0,0,0,0,0,0,0,0,291,0,0,0
2.91,1440491.213000,6143835.789000,939025.306700,278.133356,-69.114573,-33.782065,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.623859,0.000000,0.000000,10.285207,1,0,0,0,0,0,0,0,0,292,0,0,0
2.92,1440493.994000,6143835.097000,939024.968900,278.104201,-69.140864,-33.784303,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.593790,0.000000,0.000000,10.280421,1,0,0,0,0,0,0,0,0,293,0,0,0
2.93,1440496.775000,6143834.406000,939024.631000,278.075166,-69.167196,-33.786557,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.563630,0.000000,0.000000,10.275621,1,0,0,0,0,0,0,0,0,294,0,0,0
2.94,1440499.555000,6143833.714000,939024.293100,278.046250,-69.193571,-33.788827,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.533378,0.000000,0.000000,10.270806,1,0,0,0,0,0,0,0,0,295,0,0,0
2.95,1440502.335000,6143833.022000,939023.955200,278.017454,-69.219988,-33.791115,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.503035,0.000000,0.000000,10.265977,1,0,0,0,0,0,0,0,0,296,0,0,0
2.96,1440505.115000,6143832.329000,939023.617300,277.988779,-69.246447,-33.793419,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.472601,0.000000,0.000000,10.261133,1,0,0,0,0,0,0,0,0,297,0,0,0
2.97,1440507.895000,6143831.636000,939023.279300,277.960224,-69.272947,-33.795739,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.442076,0.000000,0.000000,10.256275,1,0,0,0,0,0,0,0,0,298,0,0,0
2.98,1440510.674000,6143830.943000,939022.941300,277.931789,-69.299488,-33.798076,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.411459,0.000000,0.000000,10.251402,1,0,0,0,0,0,0,0,0,299,0,0,0
2.99,1440513.453000,6143830.250000,939022.603300,277.903475,-69.326071,-33.800430,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.380752,0.000000,0.000000,10.246515,1,0,0,0,0,0,0,0,0,300,0,0,0
3.00,1440516.232000,6143829.557000,939022.265300,277.875281,-69.352695,-33.802800,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.349954,0.000000,0.000000,10.241613,1,0,0,0,0,0,0,0,0,301,0,0,0
3.01,1440519.011000,6143828.863000,939021.927200,277.847208,-69.379360,-33.805187,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.319065,0.000000,0.000000,10.236697,1,0,0,0,0,0,0,0,0,302,0,0,0
3.02,1440521.789000,6143828.169000,939021.589200,277.819256,-69.406065,-33.807591,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.288086,0.000000,0.000000,10.231767,1,0,0,0,0,0,0,0,0,303,0,0,0
3.03,1440524.567000,6143827.474000,939021.251100,277.791425,-69.432810,-33.810011,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.257017,0.000000,0.000000,10.226822,1,0,0,0,0,0,0,0,0,304,0,0,0
3.04,1440527.344000,6143826.780000,939020.912900,277.763715,-69.459596,-33.812447,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.225857,0.000000,0.000000,10.221863,1,0,0,0,0,0,0,0,0,305,0,0,0
3.05,1440530.122000,6143826.085000,939020.574800,277.736127,-69.486422,-33.814900,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,64.194607,0.000000,0.000000,10.216889,1,0,0,0,0,0,0,0,0,306,0,0,0
