time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,accel_x,accel_y,accel_z,gyro_p,gyro_q,gyro_r,roll_rate_rps,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
7.81,1441843.814,6143462.157,938854.5551,278.929885,-83.061945,-36.247971,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.12363,-73.964592,0,41.895274,0,0,6.66784,1,1,0,0,0,1,0,0,0,782,747,0,0
7.82,1441846.604,6143461.326,938854.1926,278.96027,-83.084948,-36.254324,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.105126,-73.91516,0,41.839794,0,0,6.65901,1,1,0,0,0,1,0,0,0,783,747,0,0
7.83,1441849.394,6143460.495,938853.83,278.990748,-83.107903,-36.260676,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.086629,-73.86576,0,41.78431,0,0,6.650179,1,1,0,0,0,1,0,0,0,784,747,0,0
7.84,1441852.184,6143459.664,938853.4673,279.021319,-83.13081,-36.267027,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.068148,-73.816393,0,41.728823,0,0,6.641348,1,1,0,0,0,1,0,0,0,785,747,0,0
7.85,1441854.975,6143458.832,938853.1046,279.051982,-83.153669,-36.273378,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.049673,-73.767059,0,41.673332,0,0,6.632517,1,1,0,0,0,1,0,0,0,786,747,0,0
7.86,1441857.766,6143458.001,938852.7418,279.082737,-83.176479,-36.279727,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.031212,-73.717758,0,41.617838,0,0,6.623685,1,1,0,0,0,1,0,0,0,787,747,0,0
7.87,1441860.557,6143457.169,938852.3789,279.113585,-83.19924,-36.286074,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-48.012761,-73.66849,0,41.562341,0,0,6.614852,1,1,0,0,0,1,0,0,0,788,747,0,0
7.88,1441863.348,6143456.336,938852.016,279.144524,-83.221953,-36.292421,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.994322,-73.619254,0,41.506841,0,0,6.606019,1,1,0,0,0,1,0,0,0,789,747,0,0
7.89,1441866.14,6143455.504,938851.653,279.175555,-83.244617,-36.298767,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.975894,-73.570052,0,41.451339,0,0,6.597185,1,1,0,0,0,1,0,0,0,790,747,0,0
7.9,1441868.932,6143454.671,938851.2899,279.206677,-83.267232,-36.305111,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.957475,-73.520882,0,41.395834,0,0,6.588352,1,1,0,0,0,1,0,0,0,791,747,0,0
7.91,1441871.724,6143453.838,938850.9268,279.23789,-83.289798,-36.311454,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.93907,-73.471744,0,41.340327,0,0,6.579517,1,1,0,0,0,1,0,0,0,792,747,0,0
7.92,1441874.517,6143453.005,938850.5637,279.269195,-83.312316,-36.317796,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.920674,-73.42264,0,41.284818,0,0,6.570683,1,1,0,0,0,1,0,0,0,793,747,0,0
7.93,1441877.31,6143452.172,938850.2004,279.300589,-83.334783,-36.324136,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.902292,-73.373569,0,41.229308,0,0,6.561848,1,1,0,0,0,1,0,0,0,794,747,0,0
7.94,1441880.103,6143451.338,938849.8371,279.332074,-83.357202,-36.330475,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.883919,-73.32453,0,41.173796,0,0,6.553013,1,1,0,0,0,1,0,0,0,795,747,0,0
7.95,1441882.897,6143450.505,938849.4737,279.363649,-83.379571,-36.336813,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.865559,-73.275524,0,41.118283,0,0,6.544178,1,1,0,0,0,1,0,0,0,796,747,0,0
7.96,1441885.691,6143449.671,938849.1103,279.395314,-83.401891,-36.343149,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.84721,-73.226551,0,41.062768,0,0,6.535343,1,1,0,0,0,1,0,0,0,797,747,0,0
7.97,1441888.485,6143448.836,938848.7468,279.427068,-83.424161,-36.349483,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.828873,-73.177611,0,41.007253,0,0,6.526507,1,1,0,0,0,1,0,0,0,798,747,0,0
7.98,1441891.28,6143448.002,938848.3833,279.458912,-83.446381,-36.355816,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.810543,-73.128703,0,40.951737,0,0,6.517671,1,1,0,0,0,1,0,0,0,799,747,0,0
7.99,1441894.075,6143447.167,938848.0196,279.490845,-83.468551,-36.362148,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.792229,-73.079828,0,40.896221,0,0,6.508836,1,1,0,0,0,1,0,0,0,800,747,0,0
8,1441896.87,6143446.332,938847.6559,279.522867,-83.490672,-36.368478,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.773925,-73.030987,0,40.840704,0,0,6.5,1,1,0,0,0,1,0,0,0,801,747,0,0
8.01,1441899.665,6143445.497,938847.2922,279.554977,-83.512742,-36.374806,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.755631,-72.982181,0,40.785188,0,0,6.491164,1,1,0,0,0,1,0,0,0,802,747,0,0
8.02,1441902.461,6143444.662,938846.9284,279.587175,-83.534762,-36.381132,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.737351,-72.933405,0,40.729672,0,0,6.482329,1,1,0,0,0,1,0,0,0,803,747,0,0
8.03,1441905.258,6143443.826,938846.5645,279.619462,-83.556732,-36.387457,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.71908,-72.884661,0,40.674156,0,0,6.473493,1,1,0,0,0,1,0,0,0,804,747,0,0
8.04,1441908.054,6143442.99,938846.2006,279.651837,-83.578652,-36.39378,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.700822,-72.83595,0,40.618641,0,0,6.464657,1,1,0,0,0,1,0,0,0,805,747,0,0
8.05,1441910.851,6143442.154,938845.8366,279.684299,-83.600521,-36.400101,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.682574,-72.787273,0,40.563126,0,0,6.455822,1,1,0,0,0,1,0,0,0,806,747,0,0
8.06,1441913.648,6143441.318,938845.4725,279.716848,-83.62234,-36.40642,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.664336,-72.738628,0,40.507613,0,0,6.446987,1,1,0,0,0,1,0,0,0,807,747,0,0
8.07,1441916.446,6143440.482,938845.1084,279.749485,-83.644108,-36.412738,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.646114,-72.690015,0,40.452101,0,0,6.438152,1,1,0,0,0,1,0,0,0,808,747,0,0
8.08,1441919.243,6143439.645,938844.7442,279.782209,-83.665825,-36.419053,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.627899,-72.641436,0,40.396591,0,0,6.429317,1,1,0,0,0,1,0,0,0,809,747,0,0
8.09,1441922.042,6143438.808,938844.3799,279.815019,-83.687491,-36.425367,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.609696,-72.592889,0,40.341082,0,0,6.420483,1,1,0,0,0,1,0,0,0,810,747,0,0
8.1,1441924.84,6143437.971,938844.0156,279.847915,-83.709106,-36.431679,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.591507,-72.544376,0,40.285575,0,0,6.411648,1,1,0,0,0,1,0,0,0,811,747,0,0
8.11,1441927.639,6143437.134,938843.6512,279.880898,-83.730671,-36.437988,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.573328,-72.495895,0,40.23007,0,0,6.402815,1,1,0,0,0,1,0,0,0,812,747,0,0
8.12,1441930.438,6143436.296,938843.2868,279.913966,-83.752184,-36.444296,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.555159,-72.447443,0,40.174568,0,0,6.393981,1,1,0,0,0,1,0,0,0,813,747,0,0
8.13,1441933.237,6143435.459,938842.9223,279.94712,-83.773646,-36.450601,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.537006,-72.399028,0,40.119068,0,0,6.385148,1,1,0,0,0,1,0,0,0,814,747,0,0
8.14,1441936.037,6143434.621,938842.5577,279.980359,-83.795056,-36.456904,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.51886,-72.350645,0,40.063571,0,0,6.376315,1,1,0,0,0,1,0,0,0,815,747,0,0
8.15,1441938.837,6143433.782,938842.1931,280.013683,-83.816415,-36.463205,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.500727,-72.302296,0,40.008077,0,0,6.367483,1,1,0,0,0,1,0,0,0,816,747,0,0
8.16,1441941.638,6143432.944,938841.8284,280.047092,-83.837723,-36.469504,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.482607,-72.253975,0,39.952586,0,0,6.358652,1,1,0,0,0,1,0,0,0,817,747,0,0
8.17,1441944.439,6143432.105,938841.4636,280.080586,-83.858979,-36.475801,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.464496,-72.205691,0,39.897099,0,0,6.349821,1,1,0,0,0,1,0,0,0,818,747,0,0
8.18,1441947.24,6143431.267,938841.0988,280.114164,-83.880183,-36.482095,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.446399,-72.15744,0,39.841615,0,0,6.34099,1,1,0,0,0,1,0,0,0,819,747,0,0
8.19,1441950.041,6143430.428,938840.7339,280.147825,-83.901335,-36.488387,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.428312,-72.109218,0,39.786135,0,0,6.33216,1,1,0,0,0,1,0,0,0,820,747,0,0
8.2,1441952.843,6143429.588,938840.369,280.181571,-83.922435,-36.494676,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.410234,-72.061032,0,39.730659,0,0,6.323331,1,1,0,0,0,1,0,0,0,821,747,0,0
8.21,1441955.645,6143428.749,938840.004,280.2154,-83.943484,-36.500964,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.392173,-72.012876,0,39.675188,0,0,6.314502,1,1,0,0,0,1,0,0,0,822,747,0,0
8.22,1441958.448,6143427.909,938839.6389,280.249312,-83.96448,-36.507248,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.374119,-71.964756,0,39.619721,0,0,6.305674,1,1,0,0,0,1,0,0,0,823,747,0,0
8.23,1441961.251,6143427.069,938839.2738,280.283307,-83.985424,-36.513531,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.356081,-71.916666,0,39.564258,0,0,6.296847,1,1,0,0,0,1,0,0,0,824,747,0,0
8.24,1441964.054,6143426.229,938838.9086,280.317386,-84.006315,-36.519811,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.338053,-71.868608,0,39.508801,0,0,6.288021,1,1,0,0,0,1,0,0,0,825,747,0,0
8.25,1441966.857,6143425.389,938838.5433,280.351546,-84.027155,-36.526088,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.320034,-71.820586,0,39.453349,0,0,6.279196,1,1,0,0,0,1,0,0,0,826,747,0,0
8.26,1441969.661,6143424.549,938838.178,280.385788,-84.047941,-36.532362,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.302029,-71.772594,0,39.397902,0,0,6.270371,1,1,0,0,0,1,0,0,0,827,747,0,0
8.27,1441972.465,6143423.708,938837.8126,280.420113,-84.068676,-36.538635,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.284034,-71.724635,0,39.34246,0,0,6.261547,1,1,0,0,0,1,0,0,0,828,747,0,0
8.28,1441975.27,6143422.867,938837.4472,280.454519,-84.089357,-36.544904,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.266051,-71.676708,0,39.287025,0,0,6.252724,1,1,0,0,0,1,0,0,0,829,747,0,0
8.29,1441978.075,6143422.026,938837.0816,280.489007,-84.109986,-36.551171,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.248082,-71.628815,0,39.231595,0,0,6.243902,1,1,0,0,0,1,0,0,0,830,747,0,0
8.3,1441980.88,6143421.185,938836.7161,280.523575,-84.130562,-36.557435,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.230123,-71.580954,0,39.176172,0,0,6.235081,1,1,0,0,0,1,0,0,0,831,747,0,0
8.31,1441983.686,6143420.343,938836.3504,280.558225,-84.151085,-36.563696,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.212177,-71.533122,0,39.120755,0,0,6.226262,1,1,0,0,0,1,0,0,0,832,747,0,0
8.32,1441986.491,6143419.501,938835.9847,280.592955,-84.171554,-36.569954,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.19424,-71.485327,0,39.065344,0,0,6.217443,1,1,0,0,0,1,0,0,0,833,747,0,0
8.33,1441989.298,6143418.66,938835.619,280.627765,-84.191971,-36.57621,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.176317,-71.437565,0,39.009941,0,0,6.208625,1,1,0,0,0,1,0,0,0,834,747,0,0
8.34,1441992.104,6143417.817,938835.2531,280.662655,-84.212335,-36.582462,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.158404,-71.389832,0,38.954544,0,0,6.199808,1,1,0,0,0,1,0,0,0,835,747,0,0
8.35,1441994.911,6143416.975,938834.8873,280.697626,-84.232645,-36.588712,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.140503,-71.342135,0,38.899155,0,0,6.190993,1,1,0,0,0,1,0,0,0,836,747,0,0
8.36,1441997.719,6143416.133,938834.5213,280.732675,-84.252902,-36.594959,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.122616,-71.294467,0,38.843774,0,0,6.182179,1,1,0,0,0,1,0,0,0,837,747,0,0
8.37,1442000.526,6143415.29,938834.1553,280.767804,-84.273105,-36.601203,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.104739,-71.246833,0,38.7884,0,0,6.173366,1,1,0,0,0,1,0,0,0,838,747,0,0
8.38,1442003.334,6143414.447,938833.7892,280.803012,-84.293255,-36.607444,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.086875,-71.199231,0,38.733033,0,0,6.164554,1,1,0,0,0,1,0,0,0,839,747,0,0
8.39,1442006.143,6143413.604,938833.4231,280.838298,-84.313351,-36.613681,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.069021,-71.151662,0,38.677675,0,0,6.155743,1,1,0,0,0,1,0,0,0,840,747,0,0
8.4,1442008.952,6143412.76,938833.0569,280.873663,-84.333393,-36.619916,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.051179,-71.104126,0,38.622326,0,0,6.146934,1,1,0,0,0,1,0,0,0,841,747,0,0
8.41,1442011.761,6143411.917,938832.6906,280.909106,-84.353382,-36.626147,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.033351,-71.056623,0,38.566985,0,0,6.138126,1,1,0,0,0,1,0,0,0,842,747,0,0
8.42,1442014.57,6143411.073,938832.3243,280.944627,-84.373316,-36.632376,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-47.015533,-71.009153,0,38.511652,0,0,6.12932,1,1,0,0,0,1,0,0,0,843,747,0,0
8.43,1442017.38,6143410.229,938831.9579,280.980226,-84.393197,-36.638601,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.997728,-70.961712,0,38.456329,0,0,6.120515,1,1,0,0,0,1,0,0,0,844,747,0,0
8.44,1442020.19,6143409.385,938831.5915,281.015902,-84.413024,-36.644823,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.979933,-70.914303,0,38.401015,0,0,6.111711,1,1,0,0,0,1,0,0,0,845,747,0,0
8.45,1442023.001,6143408.541,938831.225,281.051655,-84.432796,-36.651042,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.96215,-70.866931,0,38.34571,0,0,6.102909,1,1,0,0,0,1,0,0,0,846,747,0,0
8.46,1442025.811,6143407.696,938830.8584,281.087485,-84.452514,-36.657257,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.944381,-70.819589,0,38.290415,0,0,6.094109,1,1,0,0,0,1,0,0,0,847,747,0,0
8.47,1442028.623,6143406.852,938830.4917,281.123391,-84.472178,-36.663469,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.926622,-70.772279,0,38.23513,0,0,6.08531,1,1,0,0,0,1,0,0,0,848,747,0,0
8.48,1442031.434,6143406.007,938830.125,281.159373,-84.491787,-36.669678,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.908876,-70.725002,0,38.179855,0,0,6.076513,1,1,0,0,0,1,0,0,0,849,747,0,0
8.49,1442034.246,6143405.161,938829.7583,281.195432,-84.511342,-36.675883,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.89114,-70.677758,0,38.12459,0,0,6.067717,1,1,0,0,0,1,0,0,0,850,747,0,0
8.5,1442037.059,6143404.316,938829.3915,281.231566,-84.530843,-36.682085,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.873417,-70.630544,0,38.069335,0,0,6.058923,1,1,0,0,0,1,0,0,0,851,747,0,0
8.51,1442039.871,6143403.471,938829.0246,281.267775,-84.550288,-36.688283,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.855707,-70.583365,0,38.014091,0,0,6.05013,1,1,0,0,0,1,0,0,0,852,747,0,0
8.52,1442042.684,6143402.625,938828.6576,281.30406,-84.569679,-36.694478,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.838007,-70.536216,0,37.958858,0,0,6.04134,1,1,0,0,0,1,0,0,0,853,747,0,0
8.53,1442045.498,6143401.779,938828.2906,281.34042,-84.589015,-36.700669,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.82032,-70.4891,0,37.903637,0,0,6.032551,1,1,0,0,0,1,0,0,0,854,747,0,0
8.54,1442048.311,6143400.933,938827.9236,281.376854,-84.608297,-36.706856,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.802646,-70.442017,0,37.848426,0,0,6.023764,1,1,0,0,0,1,0,0,0,855,747,0,0
8.55,1442051.126,6143400.087,938827.5564,281.413362,-84.627523,-36.71304,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.784982,-70.394966,0,37.793227,0,0,6.014979,1,1,0,0,0,1,0,0,0,856,747,0,0
8.56,1442053.94,6143399.24,938827.1892,281.449945,-84.646694,-36.719221,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.767331,-70.347948,0,37.73804,0,0,6.006196,1,1,0,0,0,1,0,0,0,857,747,0,0
8.57,1442056.755,6143398.394,938826.822,281.486601,-84.66581,-36.725397,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.74969,-70.30096,0,37.682865,0,0,5.997414,1,1,0,0,0,1,0,0,0,858,747,0,0
8.58,1442059.57,6143397.547,938826.4547,281.523331,-84.684871,-36.73157,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.732062,-70.254008,0,37.627702,0,0,5.988635,1,1,0,0,0,1,0,0,0,859,747,0,0
8.59,1442062.386,6143396.7,938826.0873,281.560134,-84.703877,-36.737739,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.714447,-70.207086,0,37.572551,0,0,5.979857,1,1,0,0,0,1,0,0,0,860,747,0,0
8.6,1442065.202,6143395.852,938825.7199,281.59701,-84.722827,-36.743905,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.696845,-70.160196,0,37.517413,0,0,5.971082,1,1,0,0,0,1,0,0,0,861,747,0,0
8.61,1442068.018,6143395.005,938825.3524,281.633958,-84.741722,-36.750066,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.679253,-70.113339,0,37.462288,0,0,5.962308,1,1,0,0,0,1,0,0,0,862,747,0,0
8.62,1442070.835,6143394.157,938824.9848,281.670979,-84.760561,-36.756224,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.661675,-70.066511,0,37.407175,0,0,5.953537,1,1,0,0,0,1,0,0,0,863,747,0,0
8.63,1442073.652,6143393.31,938824.6172,281.708072,-84.779345,-36.762377,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.644106,-70.01972,0,37.352076,0,0,5.944768,1,1,0,0,0,1,0,0,0,864,747,0,0
8.64,1442076.469,6143392.462,938824.2495,281.745236,-84.798073,-36.768527,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.62655,-69.972958,0,37.296991,0,0,5.936,1,1,0,0,0,1,0,0,0,865,747,0,0
8.65,1442079.287,6143391.614,938823.8817,281.782472,-84.816746,-36.774673,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.609007,-69.926229,0,37.241919,0,0,5.927235,1,1,0,0,0,1,0,0,0,866,747,0,0
8.66,1442082.105,6143390.765,938823.5139,281.81978,-84.835362,-36.780814,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.591475,-69.879533,0,37.186861,0,0,5.918473,1,1,0,0,0,1,0,0,0,867,747,0,0
8.67,1442084.924,6143389.917,938823.1461,281.857158,-84.853923,-36.786952,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.573955,-69.832866,0,37.131817,0,0,5.909712,1,1,0,0,0,1,0,0,0,868,747,0,0
8.68,1442087.743,6143389.068,938822.7781,281.894607,-84.872427,-36.793086,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.556448,-69.786236,0,37.076787,0,0,5.900954,1,1,0,0,0,1,0,0,0,869,747,0,0
8.69,1442090.562,6143388.219,938822.4101,281.932126,-84.890876,-36.799215,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.538955,-69.739635,0,37.021772,0,0,5.892198,1,1,0,0,0,1,0,0,0,870,747,0,0
8.7,1442093.382,6143387.37,938822.0421,281.969715,-84.909269,-36.80534,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.521471,-69.693067,0,36.966772,0,0,5.883444,1,1,0,0,0,1,0,0,0,871,747,0,0
8.71,1442096.202,6143386.521,938821.674,282.007374,-84.927605,-36.811462,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.503998,-69.646531,0,36.911786,0,0,5.874693,1,1,0,0,0,1,0,0,0,872,747,0,0
8.72,1442099.022,6143385.671,938821.3058,282.045102,-84.945885,-36.817578,0,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,-46.48654,-69.600028,0,36.856816,0,0,5.865944,1,1,0,0,0,1,0,0,0,873,747,0,0
