time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,mag_in_x,mag_in_y,mag_in_z,gyro_p,gyro_q,gyro_r,roll_rate_rps,mag_ok,gyro_ok,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
24.94,1446905.010000,6142048.913000,938213.017100,286.598216,-79.227953,-36.190390,-47.735811,7.628090,25.013433,16.775,-0.278114,0.177572,-0.278114,0.177572,0.212476,0.590636,-0.024943,354.090291,193.682112,58.131613,0.000726,-0.006116,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2495,747,1604,0
24.95,1446907.876000,6142048.120000,938212.655200,286.587332,-79.236417,-36.190993,-47.735811,7.628090,25.013433,16.775,-0.278114,0.177572,-0.278114,0.177572,0.212466,0.590808,-0.024973,354.055354,193.739235,58.154591,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2496,747,1604,0
24.96,1446910.742000,6142047.328000,938212.293200,286.576486,-79.244892,-36.191600,-47.735811,7.628090,25.013433,16.775,-0.278114,0.177572,-0.278114,0.177572,0.212456,0.590980,-0.025003,354.020406,193.796353,58.177568,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2497,747,1604,0
24.97,1446913.607000,6142046.535000,938211.931300,286.565677,-79.253379,-36.192212,-47.735811,7.628090,25.013433,16.775,-0.278114,0.177572,-0.278114,0.177572,0.212446,0.591153,-0.025034,353.985448,193.853464,58.200543,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2498,747,1604,0
24.98,1446916.473000,6142045.743000,938211.569400,286.554905,-79.261877,-36.192830,-47.735811,7.628090,25.013433,16.775,-0.278114,0.177572,-0.278114,0.177572,0.212436,0.591325,-0.025064,353.950479,193.910570,58.223518,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2499,747,1604,0
24.99,1446919.338000,6142044.950000,938211.207500,286.544170,-79.270385,-36.193451,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212426,0.591497,-0.025095,353.915500,193.967670,58.246491,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2500,747,1604,0
25.00,1446922.204000,6142044.157000,938210.845500,286.533473,-79.278905,-36.194078,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212416,0.591669,-0.025125,353.880510,194.024765,58.269463,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2501,747,1604,0
25.01,1446925.069000,6142043.364000,938210.483600,286.522811,-79.287436,-36.194710,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212406,0.591841,-0.025156,353.845510,194.081853,58.292433,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2502,747,1604,0
25.02,1446927.934000,6142042.571000,938210.121600,286.512187,-79.295978,-36.195346,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212396,0.592014,-0.025186,353.810499,194.138936,58.315402,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2503,747,1604,0
25.03,1446930.799000,6142041.778000,938209.759700,286.501600,-79.304531,-36.195987,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212386,0.592186,-0.025216,353.775477,194.196013,58.338370,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2504,747,1604,0
25.04,1446933.664000,6142040.985000,938209.397700,286.491048,-79.313094,-36.196633,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212376,0.592358,-0.025247,353.740445,194.253084,58.361336,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2505,747,1604,0
25.05,1446936.529000,6142040.192000,938209.035700,286.480534,-79.321668,-36.197283,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177572,-0.278114,0.177572,0.212366,0.592530,-0.025277,353.705403,194.310149,58.384302,0.000726,-0.006117,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2506,747,1604,0
25.06,1446939.393000,6142039.399000,938208.673700,286.470055,-79.330253,-36.197939,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177573,-0.278114,0.177573,0.212356,0.592702,-0.025308,353.670350,194.367209,58.407265,0.000726,-0.006118,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2507,747,1604,0
25.07,1446942.258000,6142038.605000,938208.311800,286.459613,-79.338848,-36.198598,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177573,-0.278114,0.177573,0.212346,0.592875,-0.025338,353.635286,194.424263,58.430228,0.000726,-0.006118,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2508,747,1604,0
25.08,1446945.123000,6142037.812000,938207.949800,286.449206,-79.347453,-36.199263,-47.663282,7.615879,25.229641,16.689,-0.278114,0.177573,-0.278114,0.177573,0.212336,0.593047,-0.025369,353.600212,194.481310,58.453189,0.000726,-0.006118,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2509,747,1604,0
25.09,1446947.987000,6142037.018000,938207.587800,286.438836,-79.356069,-36.199932,-47.585473,7.604213,25.448807,16.602,-0.278114,0.177573,-0.278114,0.177573,0.212326,0.593219,-0.025399,353.565127,194.538353,58.476149,0.000726,-0.006118,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2510,747,1604,0
25.10,1446950.851000,6142036.225000,938207.225800,286.428501,-79.364695,-36.200605,-47.585473,7.604213,25.448807,16.602,-0.278114,0.177573,-0.278114,0.177573,0.212316,0.593391,-0.025430,353.530032,194.595389,58.499108,0.000726,-0.006118,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2511,747,1604,0
25.11,1446953.715000,6142035.431000,938206.863700,286.418202,-79.373331,-36.201284,-47.585473,7.604213,25.448807,16.602,-0.278114,0.177573,-0.278114,0.177573,0.212306,0.593563,-0.025460,353.494926,194.652419,58.522065,0.000726,-0.006118,0.016347,0.000116,1,1,1,1,1,0,1,1,1,1,0,2512,747,1604,0
25.12,1446956.579000,6142034.637000,938206.501700,286.407939,-79.381978,-36.201966,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212296,0.593735,-0.025491,353.459809,194.709444,58.545021,0.000726,-0.006118,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2513,747,1604,0
25.13,1446959.443000,6142033.843000,938206.139700,286.397711,-79.390634,-36.202654,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212286,0.593908,-0.025521,353.424682,194.766463,58.567976,0.000726,-0.006118,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2514,747,1604,0
25.14,1446962.307000,6142033.049000,938205.777700,286.387518,-79.399300,-36.203345,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212276,0.594080,-0.025552,353.389545,194.823476,58.590929,0.000726,-0.006118,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2515,747,1604,0
25.15,1446965.171000,6142032.255000,938205.415600,286.377361,-79.407977,-36.204041,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212266,0.594252,-0.025582,353.354397,194.880483,58.613881,0.000726,-0.006118,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2516,747,1604,0
25.16,1446968.035000,6142031.461000,938205.053600,286.367238,-79.416663,-36.204742,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212256,0.594424,-0.025613,353.319238,194.937485,58.636832,0.000726,-0.006118,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2517,747,1604,0
25.17,1446970.898000,6142030.667000,938204.691500,286.357151,-79.425358,-36.205447,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212246,0.594596,-0.025643,353.284069,194.994480,58.659782,0.000726,-0.006118,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2518,747,1604,0
25.18,1446973.762000,6142029.872000,938204.329500,286.347099,-79.434064,-36.206157,-47.585473,7.604213,25.448807,16.602,-0.278113,0.177573,-0.278113,0.177573,0.212236,0.594769,-0.025674,353.248889,195.051470,58.682730,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2519,747,1604,0
25.19,1446976.625000,6142029.078000,938203.967400,286.337081,-79.442779,-36.206871,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212225,0.594941,-0.025704,353.213699,195.108454,58.705677,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2520,747,1604,0
25.20,1446979.488000,6142028.283000,938203.605300,286.327097,-79.451503,-36.207589,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212215,0.595113,-0.025735,353.178498,195.165432,58.728622,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2521,747,1604,0
25.21,1446982.352000,6142027.489000,938203.243200,286.317149,-79.460237,-36.208311,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212205,0.595285,-0.025766,353.143287,195.222404,58.751566,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2522,747,1604,0
25.22,1446985.215000,6142026.694000,938202.881100,286.307234,-79.468980,-36.209038,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212195,0.595457,-0.025796,353.108065,195.279371,58.774509,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2523,747,1604,0
25.23,1446988.078000,6142025.899000,938202.519000,286.297354,-79.477733,-36.209769,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212185,0.595630,-0.025827,353.072833,195.336331,58.797451,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2524,747,1604,0
25.24,1446990.941000,6142025.105000,938202.156900,286.287508,-79.486495,-36.210505,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212175,0.595802,-0.025857,353.037590,195.393286,58.820391,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2525,747,1604,0
25.25,1446993.803000,6142024.310000,938201.794800,286.277695,-79.495265,-36.211244,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212165,0.595974,-0.025888,353.002337,195.450235,58.843330,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2526,747,1604,0
25.26,1446996.666000,6142023.515000,938201.432700,286.267917,-79.504045,-36.211988,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212154,0.596146,-0.025918,352.967073,195.507178,58.866268,0.000726,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2527,747,1604,0
25.27,1446999.529000,6142022.719000,938201.070600,286.258172,-79.512834,-36.212736,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212144,0.596318,-0.025949,352.931798,195.564116,58.889204,0.000727,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2528,747,1604,0
25.28,1447002.391000,6142021.924000,938200.708400,286.248461,-79.521632,-36.213488,-47.502111,7.593074,25.670966,16.516,-0.278113,0.177573,-0.278113,0.177573,0.212134,0.596491,-0.025980,352.896513,195.621047,58.912139,0.000727,-0.006119,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2529,747,1604,0
25.29,1447005.253000,6142021.129000,938200.346300,286.238783,-79.530438,-36.214245,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212124,0.596663,-0.026010,352.861218,195.677973,58.935072,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2530,747,1604,0
25.30,1447008.116000,6142020.333000,938199.984100,286.229139,-79.539254,-36.215005,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212114,0.596835,-0.026041,352.825912,195.734892,58.958005,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2531,747,1604,0
25.31,1447010.978000,6142019.538000,938199.622000,286.219527,-79.548078,-36.215770,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212104,0.597007,-0.026071,352.790595,195.791806,58.980936,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2532,747,1604,0
25.32,1447013.840000,6142018.742000,938199.259800,286.209949,-79.556910,-36.216539,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212093,0.597179,-0.026102,352.755268,195.848714,59.003865,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2533,747,1604,0
25.33,1447016.702000,6142017.947000,938198.897700,286.200404,-79.565751,-36.217311,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212083,0.597351,-0.026133,352.719930,195.905617,59.026794,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2534,747,1604,0
25.34,1447019.564000,6142017.151000,938198.535500,286.190891,-79.574601,-36.218088,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212073,0.597524,-0.026163,352.684582,195.962513,59.049721,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2535,747,1604,0
25.35,1447022.426000,6142016.355000,938198.173300,286.181411,-79.583459,-36.218869,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212063,0.597696,-0.026194,352.649223,196.019404,59.072646,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2536,747,1604,0
25.36,1447025.287000,6142015.559000,938197.811100,286.171963,-79.592325,-36.219654,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212052,0.597868,-0.026224,352.613854,196.076288,59.095571,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2537,747,1604,0
25.37,1447028.149000,6142014.763000,938197.448900,286.162548,-79.601199,-36.220442,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212042,0.598040,-0.026255,352.578474,196.133167,59.118494,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2538,747,1604,0
25.38,1447031.011000,6142013.967000,938197.086700,286.153165,-79.610082,-36.221235,-47.412943,7.582441,25.896136,16.430,-0.278113,0.177574,-0.278113,0.177574,0.212032,0.598212,-0.026286,352.543084,196.190040,59.141415,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2539,747,1604,0
25.39,1447033.872000,6142013.171000,938196.724400,286.143814,-79.618973,-36.222032,-47.317673,7.572295,26.124341,16.343,-0.278113,0.177574,-0.278113,0.177574,0.212022,0.598385,-0.026316,352.507683,196.246907,59.164336,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2540,747,1604,0
25.40,1447036.733000,6142012.375000,938196.362200,286.134495,-79.627871,-36.222832,-47.317673,7.572295,26.124341,16.343,-0.278113,0.177574,-0.278113,0.177574,0.212011,0.598557,-0.026347,352.472272,196.303768,59.187255,0.000727,-0.006120,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2541,747,1604,0
25.41,1447039.595000,6142011.578000,938196.000000,286.125207,-79.636778,-36.223636,-47.317673,7.572295,26.124341,16.343,-0.278113,0.177574,-0.278113,0.177574,0.212001,0.598729,-0.026378,352.436850,196.360624,59.210172,0.000727,-0.006121,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2542,747,1604,0
25.42,1447042.456000,6142010.782000,938195.637700,286.115952,-79.645692,-36.224444,-47.317673,7.572295,26.124341,16.343,-0.278113,0.177574,-0.278113,0.177574,0.211991,0.598901,-0.026408,352.401418,196.417473,59.233089,0.000727,-0.006121,0.016346,0.000116,1,1,1,1,1,0,1,1,1,1,0,2543,747,1604,0
25.43,1447045.317000,6142009.985000,938195.275500,286.106727,-79.654615,-36.225256,-47.317673,7.572295,26.124341,16.343,-0.278112,0.177574,-0.278112,0.177574,0.211981,0.599073,-0.026439,352.365975,196.474317,59.256004,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2544,747,1604,0
25.44,1447048.178000,6142009.189000,938194.913200,286.097534,-79.663545,-36.226072,-47.317673,7.572295,26.124341,16.343,-0.278112,0.177574,-0.278112,0.177574,0.211970,0.599246,-0.026470,352.330522,196.531155,59.278917,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2545,747,1604,0
25.45,1447051.039000,6142008.392000,938194.551000,286.088373,-79.672482,-36.226892,-47.317673,7.572295,26.124341,16.343,-0.278112,0.177574,-0.278112,0.177574,0.211960,0.599418,-0.026500,352.295058,196.587987,59.301830,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2546,747,1604,0
25.46,1447053.900000,6142007.595000,938194.188700,286.079242,-79.681427,-36.227715,-47.317673,7.572295,26.124341,16.343,-0.278112,0.177574,-0.278112,0.177574,0.211950,0.599590,-0.026531,352.259583,196.644813,59.324741,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2547,747,1604,0
25.47,1447056.760000,6142006.798000,938193.826400,286.070142,-79.690380,-36.228542,-47.317673,7.572295,26.124341,16.343,-0.278112,0.177574,-0.278112,0.177574,0.211939,0.599762,-0.026562,352.224099,196.701633,59.347650,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2548,747,1604,0
25.48,1447059.621000,6142006.001000,938193.464100,286.061073,-79.699340,-36.229373,-47.317673,7.572295,26.124341,16.343,-0.278112,0.177574,-0.278112,0.177574,0.211929,0.599934,-0.026593,352.188603,196.758447,59.370559,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2549,747,1604,0
25.49,1447062.481000,6142005.204000,938193.101800,286.052035,-79.708308,-36.230207,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177574,-0.278112,0.177574,0.211919,0.600106,-0.026623,352.153097,196.815256,59.393466,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2550,747,1604,0
25.50,1447065.342000,6142004.407000,938192.739500,286.043027,-79.717282,-36.231045,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177574,-0.278112,0.177574,0.211908,0.600279,-0.026654,352.117581,196.872058,59.416371,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2551,747,1604,0
25.51,1447068.202000,6142003.610000,938192.377200,286.034050,-79.726264,-36.231887,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177574,-0.278112,0.177574,0.211898,0.600451,-0.026685,352.082054,196.928855,59.439275,0.000727,-0.006121,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2552,747,1604,0
25.52,1447071.062000,6142002.812000,938192.014800,286.025102,-79.735253,-36.232732,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211888,0.600623,-0.026715,352.046516,196.985646,59.462178,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2553,747,1604,0
25.53,1447073.923000,6142002.015000,938191.652500,286.016185,-79.744249,-36.233581,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211877,0.600795,-0.026746,352.010968,197.042430,59.485080,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2554,747,1604,0
25.54,1447076.783000,6142001.217000,938191.290200,286.007297,-79.753253,-36.234433,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211867,0.600967,-0.026777,351.975410,197.099209,59.507980,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2555,747,1604,0
25.55,1447079.643000,6142000.420000,938190.927800,285.998439,-79.762263,-36.235289,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211856,0.601140,-0.026808,351.939841,197.155983,59.530879,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2556,747,1604,0
25.56,1447082.503000,6141999.622000,938190.565400,285.989611,-79.771279,-36.236149,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211846,0.601312,-0.026838,351.904262,197.212750,59.553777,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2557,747,1604,0
25.57,1447085.362000,6141998.824000,938190.203100,285.980812,-79.780303,-36.237012,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211836,0.601484,-0.026869,351.868672,197.269511,59.576673,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2558,747,1604,0
25.58,1447088.222000,6141998.026000,938189.840700,285.972043,-79.789334,-36.237878,-47.216035,7.562614,26.355606,16.257,-0.278112,0.177575,-0.278112,0.177575,0.211825,0.601656,-0.026900,351.833071,197.326267,59.599568,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2559,747,1604,0
25.59,1447091.082000,6141997.228000,938189.478300,285.963302,-79.798371,-36.238748,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211815,0.601828,-0.026931,351.797460,197.383016,59.622462,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2560,747,1604,0
25.60,1447093.941000,6141996.430000,938189.115900,285.954590,-79.807414,-36.239621,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211804,0.602000,-0.026962,351.761839,197.439760,59.645354,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2561,747,1604,0
25.61,1447096.801000,6141995.632000,938188.753500,285.945908,-79.816464,-36.240498,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211794,0.602173,-0.026992,351.726207,197.496498,59.668245,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2562,747,1604,0
25.62,1447099.660000,6141994.834000,938188.391100,285.937253,-79.825521,-36.241377,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211783,0.602345,-0.027023,351.690564,197.553230,59.691134,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2563,747,1604,0
25.63,1447102.519000,6141994.036000,938188.028700,285.928628,-79.834584,-36.242261,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211773,0.602517,-0.027054,351.654911,197.609956,59.714022,0.000727,-0.006122,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2564,747,1604,0
25.64,1447105.379000,6141993.237000,938187.666200,285.920030,-79.843653,-36.243147,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211763,0.602689,-0.027085,351.619248,197.666676,59.736909,0.000727,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2565,747,1604,0
25.65,1447108.238000,6141992.439000,938187.303800,285.911461,-79.852728,-36.244037,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211752,0.602861,-0.027115,351.583574,197.723390,59.759795,0.000727,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2566,747,1604,0
25.66,1447111.097000,6141991.640000,938186.941400,285.902920,-79.861810,-36.244930,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211742,0.603034,-0.027146,351.547890,197.780098,59.782679,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2567,747,1604,0
25.67,1447113.956000,6141990.841000,938186.578900,285.894406,-79.870898,-36.245827,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211731,0.603206,-0.027177,351.512195,197.836801,59.805561,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2568,747,1604,0
25.68,1447116.814000,6141990.042000,938186.216400,285.885920,-79.879991,-36.246726,-47.107694,7.553374,26.589960,16.170,-0.278112,0.177575,-0.278112,0.177575,0.211721,0.603378,-0.027208,351.476489,197.893497,59.828443,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2569,747,1604,0
25.69,1447119.673000,6141989.244000,938185.854000,285.877462,-79.889091,-36.247629,-46.992347,7.544554,26.827425,16.083,-0.278112,0.177575,-0.278112,0.177575,0.211710,0.603550,-0.027239,351.440773,197.950188,59.851323,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2570,747,1604,0
25.70,1447122.532000,6141988.445000,938185.491500,285.869031,-79.898197,-36.248535,-46.992347,7.544554,26.827425,16.083,-0.278112,0.177575,-0.278112,0.177575,0.211700,0.603722,-0.027270,351.405047,198.006872,59.874202,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2571,747,1604,0
25.71,1447125.391000,6141987.646000,938185.129000,285.860627,-79.907308,-36.249444,-46.992347,7.544554,26.827425,16.083,-0.278112,0.177575,-0.278112,0.177575,0.211689,0.603894,-0.027300,351.369310,198.063551,59.897079,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2572,747,1604,0
25.72,1447128.249000,6141986.846000,938184.766500,285.852251,-79.916425,-36.250356,-46.992347,7.544554,26.827425,16.083,-0.278112,0.177575,-0.278112,0.177575,0.211679,0.604067,-0.027331,351.333563,198.120224,59.919955,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2573,747,1604,0
25.73,1447131.108000,6141986.047000,938184.404000,285.843901,-79.925548,-36.251272,-46.992347,7.544554,26.827425,16.083,-0.278112,0.177575,-0.278112,0.177575,0.211668,0.604239,-0.027362,351.297805,198.176891,59.942830,0.000728,-0.006123,0.016345,0.000116,1,1,1,1,1,0,1,1,1,1,0,2574,747,1604,0
25.74,1447133.966000,6141985.248000,938184.041400,285.835577,-79.934676,-36.252190,-46.992347,7.544554,26.827425,16.083,-0.278111,0.177575,-0.278111,0.177575,0.211658,0.604411,-0.027393,351.262036,198.233552,59.965703,0.000728,-0.006123,0.016344,0.000116,1,1,1,1,1,0,1,1,1,1,0,2575,747,1604,0
25.75,1447136.824000,6141984.448000,938183.678900,285.827280,-79.943810,-36.253111,-46.992347,7.544554,26.827425,16.083,-0.278111,0.177576,-0.278111,0.177576,0.211647,0.604583,-0.027424,351.226258,198.290207,59.988575,0.000728,-0.006124,0.016344,0.000116,1,1,1,1,1,0,1,1,1,1,0,2576,747,1604,0
